Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU);Departamento de la dirección del domicilio;Ciudad de la dirección del domicilio;Ingresos de actividades ordinarias;Costo de ventas;Ganancia bruta;Otros ingresos;Gastos de ventas;Gastos de administración;Otros gastos;Otras ganancias (pérdidas);Ganancia (pérdida) por actividades de operación;Diferencia entre el importe en libros de dividendos pagaderos e importe en libros de activos distribuidos distintos al efectivo;Ganancias (pérdidas) que surgen de la baja en cuentas de activos financieros medidos al costo amortizado;Ingresos financieros;Costos financieros;Deterioro de valor de ganancias y reversión de pérdidas por deterioro de valor (pérdidas por deterioro de valor) determinado de acuerdo con la NIIF 9;Ganancias (pérdidas) que surgen de diferencias entre el costo amortizado anterior y el valor razonable de activos financieros reclasificados de la categoría de medición costo amortizado a la categoría de medición de valor razonable con cambios en resultados;Ganancia (pérdida) acumulada anteriormente reconocida en otro resultado integral que surge de la reclasificación de activos financieros de la categoría de medición de valor razonable con cambios en otro resultado integral a la de valor razonable con cambios en resultados;Ganancias (pérdidas) de cobertura por cobertura de un grupo de partidas con posiciones de riesgo compensadoras;Ganancia (pérdida), antes de impuestos;Ingreso (gasto) por impuestos;Ganancia (pérdida) procedente de operaciones continuadas;Ganancia (pérdida) procedente de operaciones discontinuadas;Ganancia (pérdida)
C2651 - Fabricación de equipo de medición, prueba, navegación y control;ANTIOQUIA;MEDELLIN-ANTIOQUIA;26317006;22152714;4164292;36172;1106691;1004405;19807;;2069561;;;891490;1857076;;;;;1103975;360702;743273;;743273
C2429 - Industrias básicas de otros metales no ferrosos;MAGDALENA;SITIONUEVO-MAGDALENA;64845345;61059822;3785523;;;2572213;;;1213310;;;872448;1664804;;;;;420954;529604;-108650;;-108650
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;BOGOTA D.C.;BOGOTA D.C.;9867136;2109657;7757479;531546;;4049768;5216;965665;5199706;;;217719;1328270;;;;;4089155;-398200;4487355;;4487355
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;ANTIOQUIA;ENVIGADO-ANTIOQUIA;238215140;178637691;59577449;220947;0;43091541;0;63549;16770404;0;0;2619868;639816;13324;0;0;0;18737132;6068005;12669127;0;12669127
C3290 - Otras industrias manufactureras n.c.p.;CAUCA;CALOTO-CAUCA;51709360;35769169;15940191;3677570;10690091;5616642;4292214;;-981186;;;;1513803;;;;;-2494989;-998647;-1496342;;-1496342
G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;NARINO;PASTO-NARINO;17186047;16331781;854266;333975;172835;940339;151627;;-76560;;;;;;;;;-76560;;-76560;;-76560
M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;CUNDINAMARCA;CAJICA-CUNDINAMARCA;;;;20486615;;1595628;4942220;-42033;13906734;;;;9558675;;;;;4348059;499788;3848271;;3848271
F4210 - Construcción de carreteras y vías de ferrocarril;BOGOTA D.C.;BOGOTA D.C.;68224453;66279423;1945030;1148329;;1925499;;;1167860;;;;1675464;;;;;-507604;1399348;-1906952;;-1906952
B0620 - Extracción de gas natural;BOGOTA D.C.;BOGOTA D.C.;24884668;17580062;7304606;;734315;4231961;7308654;54358;-4915966;;;16473516;14964465;;;;;-3406915;-472131;-2934784;;-2934784
M7310 - Publicidad;BOGOTA D.C.;BOGOTA D.C.;61516869;50951212;10565657;100727;1295610;4499493;7873;;4863408;;;97631;324068;;;;;4636971;1671179;2965792;;2965792
A0150 - Explotación mixta (agrícola y pecuaria);RISARALDA;PEREIRA-RISARALDA;9515468;16797432;-7281964;434211;640578;5514565;1285757;-2265256;-16553909;;;34691;313352;;;;;-16832570;-1270403;-15562167;;-15562167
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;34671565;26379289;8292276;2340972;7568142;4499732;;;-1434626;;;;1043010;;;;;-2477636;140978;-2618614;;-2618614
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;ANTIOQUIA;MEDELLIN-ANTIOQUIA;35887874;24719736;11168138;181176;;6825136;985767;;3538411;;;;2256058;;;;;1282353;216129;1066224;;1066224
C2599 - Fabricación de otros productos elaborados de metal n.c.p.;CUNDINAMARCA;TOCANCIPA-CUNDINAMARCA;275796658;188387602;87409056;22016231;685380;6835293;16084663;;85819951;;;;61932441;;;;;23887510;5036432;18851078;;18851078
N8211 - Actividades combinadas de servicios administrativos de oficina;BOGOTA D.C.;BOGOTA D.C.;163486662;;163486662;;;154386861;;;9099801;;;1028728;5121566;;;;;5006963;2333562;2673401;;2673401
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;23236632;9673758;13562874;162706;14739201;664978;2576744;;-4255343;;;2639895;64623;;;;;-1680071;932941;-2613012;;-2613012
A0112 - Cultivo de arroz;MAGDALENA;SANTA-MARTA-MAGDALENA;6267789;5027858;1239931;82961;;778849;98140;;445903;;;186936;380765;;;;;252074;133424;118650;;118650
G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;BOGOTA D.C.;BOGOTA D.C.;142648907;71916883;70732024;;87367507;;;-9528081;-26163564;;;;;;;;;-26163564;-3939120;-22224444;259087;-21965357
C1089 - Elaboración de otros productos alimenticios n.c.p.;ANTIOQUIA;ITAGUI-ANTIOQUIA;3154167;3208151;-53984;133068;90167;366737;78659;;-456479;;;717984;914234;;;;;-652729;48322;-701051;;-701051
I5511 - Alojamiento en hoteles;ANTIOQUIA;APARTADO-ANTIOQUIA;1519398;137386;1382012;100605;456092;1680192;26105;;-679772;;;2934;581374;;;;;-1258212;;-1258212;;-1258212
C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas;CAUCA;CALOTO-CAUCA;146287349;127657819;18629530;270558;2516108;1930906;3686;;14449388;;;;343097;;;;;14106291;2669356;11436935;;11436935
G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;ANTIOQUIA;MEDELLIN-ANTIOQUIA;30698470;6307005;24391465;68157;2406229;271017;23;0;21782353;0;0;446279;120597;0;0;0;0;22108035;7030018;15078017;;15078017
K6613 - Otras actividades relacionadas con el mercado de valores;VALLE;CALI-VALLE;6007722;608012;5399710;;;227528;45;;5172137;;;;;;;;;5172137;1664140;3507997;;3507997
J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;BOGOTA D.C.;BOGOTA D.C.;42899135;18675355;24223780;14700635;38777218;31921565;7248526;0;-39022894;0;0;0;1143741;0;0;0;0;-40166635;0;-40166635;0;-40166635
C2011 - Fabricación de sustancias y productos químicos básicos;ATLANTICO;BARRANQUILLA-ATLANTICO;25954557;21717109;4237448;;;262434;3590474;;384540;;;;599454;;;;;-214914;-42516;-172398;;-172398
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;170269043;115876616;54392427;0;32345412;20908730;4071896;;-2933611;;;9812428;;;;;;6878817;6644851;233966;;233966
F4210 - Construcción de carreteras y vías de ferrocarril;VALLE;CALI-VALLE;9502444;9457131;45313;1691812;;60133;;;1676992;9917;141338;;12929;4315;;;;1811003;210000;1601003;;1601003
G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;BOGOTA D.C.;BOGOTA D.C.;204664027;137885176;66778851;4806200;3394467;24061964;33918337;;10210283;;;;;;;;;10210283;3184991;7025292;;7025292
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;BOGOTA D.C.;BOGOTA D.C.;37640341;;37640341;;25923301;9254588;1628324;;834128;;;0;1532045;;;;;-697917;521439;-1219356;;-1219356
C3091 - Fabricación de motocicletas;ANTIOQUIA;ENVIGADO-ANTIOQUIA;458015903;387024196;70991707;2080310;44024515;27633521;5487004;;-4073023;;;1161301;9537912;;;;;-12449634;-3453943;-8995691;;-8995691
N8220 - Actividades de centros de llamadas (Call center);BOGOTA D.C.;BOGOTA D.C.;25877745;11756459;14121286;;;10334245;;-1474906;2312135;;;;750146;;;;;1561989;527552;1034437;;1034437
K6613 - Otras actividades relacionadas con el mercado de valores;BOGOTA D.C.;BOGOTA D.C.;0;0;0;0;0;197962;1;;-197963;0;0;2041902;4097;0;0;0;0;1839842;132143;1707699;;1707699
K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;ANTIOQUIA;MEDELLIN-ANTIOQUIA;4811933;;4811933;;;2843930;;;1968003;;;;281;;;;;1967722;384995;1582727;;1582727
L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;BOGOTA D.C.;BOGOTA D.C.;12339693;;12339693;231884;1499521;12748956;8914;;-1685814;;;61;;;;;;-1685753;2803;-1688556;;-1688556
K6613 - Otras actividades relacionadas con el mercado de valores;BOGOTA D.C.;BOGOTA D.C.;0;0;0;0;0;45584;1;;-45585;0;0;914774;1481;0;0;0;0;867708;275572;592136;0;592136
M7010 - Actividades de administración empresarial;ANTIOQUIA;MEDELLIN-ANTIOQUIA;5605000;5432000;173000;;;794000;;;-621000;;;;;;;;;-621000;249000;-870000;;-870000
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;83787153;40806910;42980243;437943;19045293;23021210;3999064;;-2647381;;;;;;;;;-2647381;-457284;-2190097;0;-2190097
J5811 - Edición de libros;BOGOTA D.C.;BOGOTA D.C.;3196194;923027;2273167;47301;433252;798345;0;;1088871;0;;;;;;;;1088871;97998;990873;;990873
G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.;CUNDINAMARCA;TENJO-CUNDINAMARCA;11082996;4655983;6427013;565905;3160664;2427353;;;1404901;;;;1339327;;;;;65574;59747;5827;;5827
K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;BOGOTA D.C.;BOGOTA D.C.;;;;;;69003;;;-69003;;;3192604;7450663;;;;;-4327062;2282;-4329344;;-4329344
J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;BOGOTA D.C.;BOGOTA D.C.;35757534;11530191;24227343;;11633820;9279558;;;3313965;;;4078473;363384;;;;;7029054;2430578;4598476;;4598476
I5611 - Expendio a la mesa de comidas preparadas;BOGOTA D.C.;BOGOTA D.C.;29374798;10099688;19275110;224493;25906921;3875340;0;0;-10282658;0;0;74159;2710286;0;0;0;0;-12918785;-305870;-12612915;0;-12612915
H5229 - Otras actividades complementarias al transporte;BOGOTA D.C.;BOGOTA D.C.;9530559;689734;8840825;79820;;7879959;325435;;715251;;;;;;;;;715251;411997;303254;;303254
G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;BOGOTA D.C.;BOGOTA D.C.;54505201;31750884;22754317;189399;10202326;1277580;235138;;11228672;;;735453;143228;;;;;11820897;713550;11107347;;11107347
K6613 - Otras actividades relacionadas con el mercado de valores;ATLANTICO;BARRANQUILLA-ATLANTICO;;;;25125;;4790;2840;;17495;;;;;;;;;17495;10698;6797;;6797
K6613 - Otras actividades relacionadas con el mercado de valores;ATLANTICO;BARRANQUILLA-ATLANTICO;;;;8983300;;2115;;;8981185;;;;498;;;;;8980687;;8980687;-8863;8971824
K6613 - Otras actividades relacionadas con el mercado de valores;VALLE;CALI-VALLE;256688;;256688;894690;;71838;;-4523690;-3444150;;;27470;35967;;;;;-3452647;37424;-3490071;;-3490071
A0144 - Cría de ganado porcino;ANTIOQUIA;SABANETA-ANTIOQUIA;6542441;5742810;799631;208179;;107335;195697;;704778;;;;268863;;;;;435915;129564;306351;;306351
J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos;BOGOTA D.C.;BOGOTA D.C.;4170983;1590768;2580215;;10804;1944907;18616;;605888;;;6895;158994;;;;;453789;218077;235712;;235712
G4754 - Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación;BOGOTA D.C.;BOGOTA D.C.;122903036;76359490;46543546;260609;22075287;15586268;;;9142600;;;570912;5061917;;;;;4651595;2136897;2514698;;2514698
M7310 - Publicidad;BOGOTA D.C.;BOGOTA D.C.;5899237;5214174;685063;133830;;4143810;1408558;;-4733475;;;156145;277857;;;;;-4855187;-80483;-4774704;;-4774704
G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.;BOGOTA D.C.;BOGOTA D.C.;13411781;15178557;-1766776;2271925;;2069611;24815;;-1589277;;;982778;3052854;;;;;-3659353;7147;-3666500;;-3666500
C2410 - Industrias básicas de hierro y de acero;BOGOTA D.C.;BOGOTA D.C.;38208126;27167600;11040526;;3325418;3267255;711822;;3736031;;;;1120748;;;;;2615283;;2615283;-240451;2374832
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;12890000;8471000;4419000;3881000;665000;3017000;3462000;;1156000;;;;;;;;;1156000;676000;480000;;480000
J6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora;BOGOTA D.C.;BOGOTA D.C.;2394341;;2394341;;2347173;;;;47168;;;4;6921;;;;;40251;12185;28066;;28066
F4111 - Construcción de edificios residenciales;SANTANDER;BUCARAMANGA-SANTANDER;65127;;65127;209686;500;201497;4104;;68712;;;;94037;;;;;-25325;31493;-56818;;-56818
A0210 - Silvicultura y otras actividades forestales;VALLE;CALI-VALLE;57213646;35013854;22199792;7535000;;47395;;71783265;101470662;;;5348986;;;;;;106819648;1410422;105409226;;105409226
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;ANTIOQUIA;GUARNE-ANTIOQUIA;13428792;13881777;-452985;790388;1378684;1938450;504865;;-3484596;0;0;4376;2213748;0;0;0;0;-5693968;1254;-5695222;0;-5695222
C2599 - Fabricación de otros productos elaborados de metal n.c.p.;ANTIOQUIA;ITAGUI-ANTIOQUIA;44358753;35604206;8754547;183498;6269431;1608029;158938;;901647;;;;1105976;;;;;-204329;;-204329;;-204329
C1051 - Elaboración de productos de molinería;ANTIOQUIA;MEDELLIN-ANTIOQUIA;92515407;68753038;23762369;;1004163;6863411;1173069;;14721726;;;114514;116447;;;;;14719793;4713106;10006687;;10006687
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;VALLE;CALI-VALLE;212071;;212071;12710978;;698685;2;;12224362;;;;;;;;;12224362;1418115;10806247;;10806247
M7010 - Actividades de administración empresarial;ANTIOQUIA;MEDELLIN-ANTIOQUIA;28523991;7861301;20662690;231136;;23673015;347340;;-3126529;;;8025194;2975933;;;;;1922732;378781;1543951;;1543951
C1089 - Elaboración de otros productos alimenticios n.c.p.;RISARALDA;SANTA-ROSA-DE-CABAL-RISARALDA;33064652;26799228;6265424;226865;2051113;617552;283238;;3540386;;;168362;1980319;;;;;1728429;619579;1108850;;1108850
H5012 - Transporte de carga marítimo y de cabotaje;BOLIVAR;CARTAGENA-BOLIVAR;7220399;;7220399;83568;6254413;465461;102241;;481852;;;;;;;;;481852;331477;150375;;150375
G4690 - Comercio al por mayor no especializado;BOGOTA D.C.;BOGOTA D.C.;2680500;1823591;856909;2029585;64873;1585011;93449;;1143161;;-623357;65874;104075;;;;;481603;195309;286294;;286294
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;CUNDINAMARCA;FUNZA-CUNDINAMARCA;32972447;22168995;10803452;84230;5003585;4276590;0;-523527;1083980;;;60694;551810;;;;;592864;264208;328656;;328656
D3511 - Generación de energía eléctrica;ATLANTICO;BARRANQUILLA-ATLANTICO;8573090;8990617;-417527;64335;0;428501;0;0;-781693;0;0;69555;890597;0;0;0;0;-1602735;-123632;-1479103;0;-1479103
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;ATLANTICO;BARRANQUILLA-ATLANTICO;1624266;;1624266;79161;425992;437455;62;;839918;;;24;416752;;;;;423190;76963;346227;;346227
M7020 - Actividades de consultaría de gestión;ANTIOQUIA;CALDAS-ANTIOQUIA;7655699;6475783;1179916;3815;10680;370798;164145;;638108;;;280;16926;;;;;621462;212995;408467;;408467
G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados;BOGOTA D.C.;BOGOTA D.C.;6996038;10004144;-3008106;3911872;2797194;796482;4878521;;-7568431;;;631166;1395583;;;;;-8332848;655307;-8988155;;-8988155
K6494 - Otras actividades de distribución de fondos;ANTIOQUIA;MEDELLIN-ANTIOQUIA;118700917;127988364;-9287447;98717;;35656;;;-9224386;;;;14656;;;;;-9239042;31472;-9270514;;-9270514
A0121 - Cultivo de frutas tropicales y subtropicales;ANTIOQUIA;BELLO-ANTIOQUIA;843013;340182;502831;175625;;130573;305766;;242117;;;;;;;;;242117;49136;192981;;192981
B0610 - Extracción de petróleo crudo;BOGOTA D.C.;BOGOTA D.C.;15019457;21002262;-5982805;2446032;;7898357;53009218;;-64444348;;;;414962;;;;;-64859310;-1022853;-63836457;;-63836457
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;ANTIOQUIA;MEDELLIN-ANTIOQUIA;1320000;;1320000;1;;597346;7;;722648;;;5090;16502;;;;;711236;279080;432156;;432156
F4111 - Construcción de edificios residenciales;ANTIOQUIA;MEDELLIN-ANTIOQUIA;;;;616121;;2879;2147;;611095;;;145671;300;;;;;756466;50159;706307;;706307
F4111 - Construcción de edificios residenciales;ANTIOQUIA;MEDELLIN-ANTIOQUIA;;;;616086;;2353;2682;;611051;;;83244;401;;;;;693894;30188;663706;;663706
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;80685836;75345254;5340582;562711;2002332;2572080;1849417;;-520536;;;305897;1144347;;;;;-1358986;1843091;-3202077;;-3202077
M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;ANTIOQUIA;MEDELLIN-ANTIOQUIA;3622606;;3622606;16302;;3387956;5056;;245896;;;;57089;;;;;188807;86945;101862;;101862
J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos;BOGOTA D.C.;BOGOTA D.C.;45101907;36983564;8118343;63392;;1016174;4206;;7161355;;;1347978;791392;;;;;7717941;2477963;5239978;;5239978
A0161 - Actividades de apoyo a la agricultura;VALLE;PALMIRA-VALLE;19214844;12695430;6519414;2470;;995592;3681609;;1844683;;;9182;23138;;;;;1830727;1679344;151383;;151383
F4210 - Construcción de carreteras y vías de ferrocarril;BOGOTA D.C.;BOGOTA D.C.;165927494;133882422;32045072;1066492;;4210986;;;28900578;;;;4274197;;;;;24626381;11527127;13099254;;13099254
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;9456310;7467574;1988736;31675;1022632;396250;;;601529;;;;1376335;;;;;-774806;59612;-834418;;-834418
K6494 - Otras actividades de distribución de fondos;ANTIOQUIA;MEDELLIN-ANTIOQUIA;42181445;45982456;-3801011;56332;;59639;;;-3804318;;;;1122;;;;;-3805440;31041;-3836481;;-3836481
F4290 - Construcción de otras obras de ingeniería civil;ANTIOQUIA;MEDELLIN-ANTIOQUIA;35381;35381;0;;;178;;;-178;;;130;1829;;;;;-1877;85;-1962;0;-1962
G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios;ANTIOQUIA;RIONEGRO-ANTIOQUIA;152535634;119346953;33188681;10755507;13637548;3927218;11895210;;14484212;;;;;;;;;14484212;6002486;8481726;;8481726
F4112 - Construcción de edificios no residenciales;VALLE;CALI-VALLE;;;;438;;1630772;3;;-1630337;;;768;15585;;;;;-1645154;10028;-1655182;;-1655182
N8220 - Actividades de centros de llamadas (Call center);ANTIOQUIA;BELLO-ANTIOQUIA;30232774;20781106;9451668;88002;;155910;18034;;9365726;;;12021;627583;;;;;8750164;2926685;5823479;;5823479
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;CUNDINAMARCA;TOCANCIPA-CUNDINAMARCA;12782503;7406459;5376044;1197586;2363759;813948;318923;;3077000;;;299303;376364;;;;;2999939;1070862;1929077;;1929077
G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico;BOGOTA D.C.;BOGOTA D.C.;45831572;26259997;19571575;;;18683019;;-1875947;-987391;;;;2797268;;;;;-3784659;582357;-4367016;;-4367016
F4290 - Construcción de otras obras de ingeniería civil;ANTIOQUIA;MEDELLIN-ANTIOQUIA;6003930;5594902;409028;;;39792;32070;;337166;;;17983;;;;;;355149;122417;232732;;232732
G4665 - Comercio al por mayor de desperdicios, desechos y chatarra;ATLANTICO;BARRANQUILLA-ATLANTICO;104372065;95884450;8487615;113720;3052649;4797346;579614;;171726;;;;655364;;;;;-483638;5666;-489304;;-489304
K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.;BOGOTA D.C.;BOGOTA D.C.;33735700;10760360;22975340;895035;2804001;9718177;39713;;11308484;0;0;124767;2840703;0;0;0;0;8592548;3072072;5520476;;5520476
F4111 - Construcción de edificios residenciales;ANTIOQUIA;MEDELLIN-ANTIOQUIA;7903000;7801000;102000;55000;;3000;107000;;47000;;;10000;6000;;;;;51000;52000;-1000;;-1000
F4290 - Construcción de otras obras de ingeniería civil;ANTIOQUIA;MEDELLIN-ANTIOQUIA;103174;100309;2865;102154;;480;22839;;81700;;;12327;720;;;;;93307;30389;62918;;62918
F4290 - Construcción de otras obras de ingeniería civil;ANTIOQUIA;MEDELLIN-ANTIOQUIA;3546736;3420953;125783;5552;;184191;227;;-53083;;;7769;5662;;;;;-50976;37162;-88138;;-88138
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;ANTIOQUIA;MEDELLIN-ANTIOQUIA;1338842;;1338842;19177;37597;186693;180232;;953497;;;;;;;;;953497;355038;598459;;598459
F4112 - Construcción de edificios no residenciales;VALLE;CALI-VALLE;3472557;3423429;49128;4666;;20884;0;;32910;;;558;5835;;;;;27633;-50801;78434;;78434
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;ANTIOQUIA;MEDELLIN-ANTIOQUIA;2411038;;2411038;121968;87927;398700;696715;;1349664;;;;;;;;;1349664;777850;571814;;571814
A0141 - Cría de ganado bovino y bufalino;VALLE;CALI-VALLE;7288188;5200889;2087299;644296;;1184398;644296;-348205;554696;;;;;;;;;554696;250091;304605;;304605
M7010 - Actividades de administración empresarial;VALLE;CALI-VALLE;14927897;4008290;10919607;34812;;1637292;115776;;9201351;;;;76299;;;;;9125052;2900672;6224380;;6224380
F4111 - Construcción de edificios residenciales;ANTIOQUIA;MEDELLIN-ANTIOQUIA;0;0;0;0;0;0;0;;0;;;30028;24658;;;;;5370;4881;489;;489
F4111 - Construcción de edificios residenciales;ANTIOQUIA;MEDELLIN-ANTIOQUIA;;;;;;;7193;;-7193;;;106369;;;;;;99176;32371;66805;;66805
M7020 - Actividades de consultaría de gestión;BOGOTA D.C.;BOGOTA D.C.;4969655;3207400;1762255;7961;681345;2112125;1394245;;-2417499;;;114162;5895;;;;;-2309232;7090;-2316322;;-2316322
